;;;;;;;;Rapport d'inventaire;;;;;;;;;;;;;;Date : 2026-07-09;
;;;;;;;;;;;;;;;;;;;;;;Page : 1/1;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
De;2026-06-01;;;À;;2026-07-09;;;;;Médicaments internes;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Nom;;Conc.;;;;;DIN;;;# Prod.;;Mfr;Qté Dist.;Qté Inv.;# Cont.;Coût;Total;;;DIN;upc;;Classe AHFS
DEXILANT;;60 MG;;;;;2354969;;;_;;TAKEDA;2037;81;176;0.39;31.30;;;2354969;627617915901;;Autres médicaments
DEXILANT;;30 MG;;;;;2354950;;;_;;TAKEDA;1008;0;324;0.39;0.00;;;2354950;627617905902;;Autres médicaments
DILANTIN;;100 MG;;;;;22780;;;_;;BGP PHARMA;210;468;388;0.07;33.42;;;22780;60093264024;;Autres médicaments
DOMPERIDONE;;10 MG;;;;;2236857;;;_;;PRO DOC;1190;2958;99;0.05;134.59;;;2236857;779219059528;;Autres médicaments
DULOXETINE PLAQ.;;30 MG;;;;;2495082;;;_;;RIVA;910;37;56;0.51;18.98;;;2495082;775848273052;;Autres médicaments
DULOXETINE PLAQ.;;60 MG;;;;;2495090;;;_;;RIVA;2137;135;285;1.04;140.45;;;2495090;775848273151;;Autres médicaments
FERAMAX PD THERAPEUTIQUE 150;;150 MG;;;;;80075623;;;_;;BIOSYENT;275;110;284;0.63;69.58;;;80075623;891339001246;;Autres médicaments
GEN CLOZAPINE;;25 MG;;;;;2247243;;;_;;MYLAN;56;321;68;0.70;225.37;;;2247243;772927005597;;Autres médicaments
GEN CLOZAPINE;;50 MG;;;;;2305003;;;_;;MYLAN;70;127;71;1.40;178.35;;;2305003;772927008628;;Autres médicaments
GEN CLOZAPINE;;100 MG;;;;;2247244;;;_;;MYLAN;504;177;286;2.82;498.52;;;2247244;772927005627;;Autres médicaments
GLUCOPHAGE;;500 MG;;;;;2099233;;;_;;S-AVENTIS;56;168;226;0.23;38.14;;;2099233;65914250934;;Autres médicaments
GLUMETZA;;1000 MG;;;;;2300451;;;_;;VALEANT;112;120;82;1.76;210.60;;;2300451;60752140317;;Autres médicaments
GLUMETZA;;500 MG;;;;;2268493;;;_;;VALEANT;84;330;90;0.87;288.45;;;2268493;60752140300;;Autres médicaments
INVOKANA;;300 MG;;;;;2425491;;;_;;JANSSEN;196;0;187;2.79;0.00;;;2425491;62773621394;;Autres médicaments
INVOKANA;;100 MG;;;;;2425483;;;_;;JANSSEN;168;92;367;2.79;256.49;;;2425483;62773621387;;Autres médicaments
JAMIESON MELATONINE;;5 MG;;;;;80021179;;;_;;JAMIESON;308;310;150;0.11;33.45;;;80021179;64642062123;;Autres médicaments
JAMIESON MELATONINE;;3 MG;;;;;80015041;;;_;;JAMIESON;630;63;343;0.08;5.13;;;80015041;64642059000;;Autres médicaments
JAMIESON VIT.B2;;100 MG;;;;;309702;;;_;;JAMIESON;896;0;322;0.11;0.00;;;309702;64642022097;;Autres médicaments
JAMP-SENNA;;8.6 MG;;;;;80110688;;;_;;JAMPPHARMA;2814;341;240;0.05;16.81;;;80110688;622082283371;;Autres médicaments
JAMP ACIDE FOLIQUE;;5 MG;;;;;2366061;;;_;;JAMPPHARMA;522;491;313;0.04;19.30;;;2366061;622082281193;;Autres médicaments
