DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
2154234;30;CO/CAPS                       ;ACETAMIN.CAF&CODEINE          ;300-15-8 MG    ;CO          ;PRÉPARATIONS DE STUPÉFIANTS
653233;100;CO/CAPS                       ;TEVA LENOLTEC NO 1            ;300-15-8 MG    ;CAPLET      ;PRÉPARATIONS DE STUPÉFIANTS
653241;500;CO/CAPS                       ;TEVA LENOLTEC NO 2            ;15 MG          ;CO          ;PRÉPARATIONS DE STUPÉFIANTS
2238885;170;CO/CAPS                       ;TYLENOL DOULEURS ARTHRITIQUES ;650 MG         ;CAPLET      ;
792691;500;ML                            ;PDP ACETAMINOPHENE            ;160 MG/5ML     ;LIQ         ;
2362228;1 000,00;CO/CAPS                       ;ACETAMINOPHENE                ;500 MG         ;CAPLET      ;
80019533;60;CO/CAPS                       ;M CAL D800 (JAUNE)            ;500MG-800UI    ;CO          ;
2532530;10;CO/CAPS                       ;UBRELVY                       ;50 MG          ;CO          ;
2532581;10;CO/CAPS                       ;UBRELVY                       ;100 MG         ;CO          ;
2498057;1;UN                            ;UCERIS (2X14 DOSES)           ;2MG/DOSE       ;TROUSSE     ;
1966294;100;ML                            ;ULONE                         ;25 MG/5ML      ;SIR         ;
2490870;30;CO/CAPS                       ;JAMP FEBUXOSTAT               ;80 MG          ;CO          ;
2539837;100;CO/CAPS                       ;FEBUXOSTAT                    ;80 MG          ;CO          ;
2418282;30;CO/CAPS                       ;ULTIBRO BREEZHALER            ;50MCG-110MCG   ;CAPS INH    ;
2426153;100;CO/CAPS                       ;APO TRAMADOL                  ;50 MG          ;CO          ;STUPÉFIANTS
1962728;50;G                             ;ULTRAVATE                     ;0.05%          ;ONG TOP     ;
1962701;50;G                             ;ULTRAVATE                     ;0.05%          ;CR TOP      ;
2360101;100;CO/CAPS                       ;THEO ER                       ;400 MG         ;CO          ;
80079151;225;G                             ;M UREA 20                     ;20%;CR TOP      ;
80083394;100;G                             ;UREMOL                        ;20%;CR TOP      ;
80073645;120;G                             ;M HC 1% UREA 10%              ;1-10 %         ;CR TOP      ;
396125;120;G                             ;URI SEC                       ;22%;CR TOP      ;
396125;225;G                             ;URI SEC                       ;22%;CR TOP      ;
396125;454;G                             ;URI SEC                       ;22%;CR TOP      ;
80005397;120;G                             ;URI SEC                       ;10 % UREE      ;CR TOP      ;
2273497;500;CO/CAPS                       ;PMS URSODIOL C                ;250 MG         ;CO          ;
2273500;100;CO/CAPS                       ;PMS URSODIOL C                ;500 MG         ;CO          ;
2247600;10;UN                            ;BOOSTRIX (0.5 ML)             ;               ;SER INJ     ;
2240255;5;UN                            ;PQI-ADACEL VACCIN (GRATUIT)   ;#2000664       ;VIAL        ;
2240255;10;UN                            ;PQI-ADACEL VACCIN (GRATUIT)   ;#2000664       ;VIAL        ;
2240255;1;UN                            ;ADACEL VACCIN                 ;#2000664       ;VIAL        ;
2240255;10;UN                            ;ADACEL VACCIN                 ;#2000664       ;VIAL        ;
2247600;10;UN                            ;PQI-BOOSTRIX VACCIN (GRATUIT) ;0.5 ML         ;SER INJ     ;
2247208;1;UN                            ;DUKORAL VACCIN                ;POUDRE         ;SACHET      ;
2247208;2;UN                            ;DUKORAL VACCIN                ;POUDRE         ;SACHET      ;
2333279;1;UN                            ;IXIARO (0.5ML)                ;6 MCG          ;SER INJ     ;
2230578;1;UN                            ;TWINRIX VACCIN                ;ADULTE         ;SER INJ     ;
2237548;0,5;ML                            ;TWINRIX VACCIN                ;JUNIOR         ;SER INJ     ;
2230578;1;UN                            ;PQI-TWINRIX VACCIN (GRATUIT)  ;ADULTE         ;SER INJ     ;
2487039;1;ML                            ;ENGERIX-B 1ML                 ;20 MCG/ML      ;SER INJ     ;
2487039;1;UN                            ;PQI-ENGERIX-B 1ML (GRATUIT)   ;20 MCG/ML      ;SER INJ     ;
2187078;1;UN                            ;HAVRIX VACCIN 1ML             ;1440 U ADULTE  ;SER INJ     ;
2417030;1;UN                            ;BEXSERO 0.5ML                 ;               ;SER INJ     ;
2402904;1;UN                            ;NIMENRIX                      ;(0.5 ML)       ;PD INJ      ;
2549891;1;UN                            ;PQI-CAPVAXIVE (1DO)           ;(0.5ML)        ;SER INJ     ;
2527049;1;UN                            ;PQI-PREVNAR 20                ;(0.5ML) 1DO    ;SER INJ     ;
2549891;1;UN                            ;CAPVAXIVE                     ;(0.5ML)        ;SER INJ     ;
2527049;1;UN                            ;PREVNAR 20                    ;(0.5ML)        ;SER INJ     ;
2436442;10;UN                            ;PQI-PNEUMOVAX 0.5ML (GRATUIT) ;10X0.5ML       ;SER INJ     ;
466085;10;UN                            ;PQI-MMR II (GRATUIT)          ;0.5 ML         ;PD INJ      ;
466085;10;UN                            ;MMR II VACCIN                 ;0.5 ML         ;PD INJ      ;
2246081;0,5;ML                            ;VARIVAX III                   ;VACCIN         ;SOL INJ     ;
2437058;1;UN                            ;PQI-GARDASIL 9 0.5ML (GRATUIT);VACCIN         ;SER INJ     ;
2437058;1;UN                            ;GARDASIL 9 0.5 ML             ;VACCIN         ;SER INJ     ;
2468425;1;UN                            ;SHINGRIX                      ;50MCG/0.5ML    ;SUSP INJ    ;
2468425;1;UN                            ;PQI-SHINGRIX (1DO)            ;50MCG/0.5ML    ;SUSP INJ    ;
716634;75;ML                            ;BETADERM                      ;0.1 %          ;LOT CAP     ;
405337;100;CO/CAPS                       ;DIAZEPAM                      ;10 MG          ;CO          ;SUBSTANCES CIBLÉES
13285;100;CO/CAPS                       ;VALIUM PRE-PAK                ;5 MG           ;CO          ;SUBSTANCES CIBLÉES
362158;100;CO/CAPS                       ;DIAZEPAM                      ;5 MG           ;CO          ;SUBSTANCES CIBLÉES
2219492;30;CO/CAPS                       ;VALTREX                       ;500 MG         ;CO          ;
2405040;100;CO/CAPS                       ;AURO VALACYCLOVIR             ;500 MG         ;CO          ;
2351579;100;CO/CAPS                       ;MYLAN VALACYCLOVIR            ;500 MG         ;CO          ;
2298457;100;CO/CAPS                       ;PMS VALACYCLOVIR              ;500 MG         ;CO          ;
2315173;100;CO/CAPS                       ;PRO VALACYCLOVIR              ;500 MG         ;CO          ;
2315173;500;CO/CAPS                       ;PRO VALACYCLOVIR              ;500 MG         ;CO          ;
2357534;100;CO/CAPS                       ;TEVA VALACYCLOVIR             ;500 MG         ;CO          ;
2351560;100;CO/CAPS                       ;MYLAN VALACYCLOVIR            ;1000 MG        ;CO          ;
2381230;100;CO/CAPS                       ;PMS VALACYCLOVIR              ;1000 MG        ;CO          ;
2407744;20;CO/CAPS                       ;JAMP VANCOMYCIN               ;125 MG         ;CAPS        ;
2495244;120;CO/CAPS                       ;VASCEPA                       ;1 G            ;CAPS        ;
902691;450;G                             ;PARAFFINE MOLLE               ;BLANCHE PA135  ;ONG JAR     ;
55017785;25;G                             ;PETROLATUM USP (BLANC)        ;NDC 0040       ;ONG TOP     ;
55017785;100;G                             ;PETROLATUM USP (BLANC)        ;NDC 0040       ;ONG TOP     ;
2352931;100;CO/CAPS                       ;ENALAPRIL HCTZ                ;10-25 MG       ;CO          ;
2019884;100;CO/CAPS                       ;APO ENALAPRIL                 ;5 MG           ;CO          ;
2019892;100;CO/CAPS                       ;APO ENALAPRIL                 ;10 MG          ;CO          ;
2019906;100;CO/CAPS                       ;APO ENALAPRIL                 ;20 MG          ;CO          ;
2471574;90;CO/CAPS                       ;VELPHORO                      ;500 MG         ;CO CROQ     ;
2464241;30;CO/CAPS                       ;VEMLIDY                       ;25 MG          ;CO          ;
2243716;50;ML                            ;VENOFER                       ;20 MG/ML       ;SOL INJ     ;
2502917;50;ML                            ;PMS IRON SUCROSE              ;20 MG/ML       ;SOL INJ     ;
2243115;60;DO                            ;VENTOLIN DISKUS               ;200 MCG        ;INH         ;
2241497;200;DO                            ;VENTOLIN HFA                  ;100 MCG        ;INH         ;
2245669;200;DO                            ;APO SALBUTAMOL HFA            ;100 MCG        ;INH         ;
2326450;200;DO                            ;TEVA SALBUTAMOL HFA           ;100 MCG        ;INH         ;
2553600;30;CO/CAPS                       ;VEOZAH PLAQ.                  ;45 MG          ;CO          ;
2484137;30;UN                            ;VERKAZIA (30X0.3ML)           ;0.1 % P/V      ;EMUL. OPHT. ;
556734;6;CO/CAPS                       ;VERMOX                        ;100 MG         ;CO          ;
2458144;100;CO/CAPS                       ;SOLIFENACIN                   ;5 MG           ;CO          ;
2458144;30;CO/CAPS                       ;SOLIFENACIN PLAQ              ;5 MG           ;CO          ;
2399032;30;CO/CAPS                       ;SANDOZ SOLIFENACIN            ;5 MG           ;CO          ;
2399032;100;CO/CAPS                       ;SANDOZ SOLIFENACIN            ;5 MG           ;CO          ;
2446383;30;CO/CAPS                       ;AURO SOLIFENACIN              ;10 MG          ;CO          ;
2446383;100;CO/CAPS                       ;AURO SOLIFENACIN              ;10 MG          ;CO          ;
2458152;30;CO/CAPS                       ;SOLIFENACIN PLAQ              ;10 MG          ;CO          ;
2399040;30;CO/CAPS                       ;SANDOZ SOLIFENACIN            ;10 MG          ;CO          ;
2399040;100;CO/CAPS                       ;SANDOZ SOLIFENACIN            ;10 MG          ;CO          ;
2451530;30;CO/CAPS                       ;VIACORAM                      ;3.5-2.5 MG     ;CO          ;
2468565;100;CO/CAPS                       ;APO PERINDOPRIL/AMLODIPINE    ;3.5MG-2.5MG    ;CO          ;
2451549;30;CO/CAPS                       ;VIACORAM                      ;7-5 MG         ;CO          ;
2468581;100;CO/CAPS                       ;APO PERINDOPRIL/AMLODIPINE    ;14-10 MG       ;CO          ;
717002;30;G                             ;VIADERM KC                    ;               ;CR TOP      ;
717002;60;G                             ;VIADERM KC                    ;               ;CR TOP      ;
550507;30;G                             ;TEVA TRIACOMB                 ;               ;CR TOP      ;
2239766;4;CO/CAPS                       ;VIAGRA                        ;25 MG          ;CO          ;
2248201;4;CO/CAPS                       ;APO SILDENAFIL                ;25 MG          ;CO          ;
2239767;4;CO/CAPS                       ;VIAGRA                        ;50 MG          ;CO          ;
2248202;4;CO/CAPS                       ;APO SILDENAFIL                ;50 MG          ;CO          ;
2317575;4;CO/CAPS                       ;PMS SILDENAFIL                ;50 MG          ;CO          ;
2544172;4;UN                            ;VIAGRA                        ;50 MG          ;PELLIC      ;
2239768;4;CO/CAPS                       ;VIAGRA                        ;100 MG         ;CO          ;
2248203;4;CO/CAPS                       ;APO SILDENAFIL PLAQ.          ;100 MG         ;CO          ;
2452413;4;CO/CAPS                       ;RIVA SILDENAFIL PLAQ.         ;100 MG         ;CO          ;
2460890;60;CO/CAPS                       ;VIBERZI                       ;75 MG          ;CO          ;
740713;100;CO/CAPS                       ;APO DOXY                      ;100 MG         ;CAPS        ;
887064;100;CO/CAPS                       ;DOXYTAB                       ;100 MG         ;CO          ;
860751;100;CO/CAPS                       ;DOXYCIN                       ;100 MG         ;CO          ;
2437899;5;UN                            ;SAXENDA (3ML)                 ;6 MG/ML        ;STYLO INJ   ;
2351064;3;UN                            ;VICTOZA (3ML)                 ;6 MG/ML        ;STYLO INJ   ;
2252260;3;ML                            ;VIGAMOX                       ;0.5 %          ;SOL OPH     ;
2411520;3;ML                            ;SANDOZ MOXIFLOXACIN           ;0.5 %          ;SOL OPH     ;
2443732;30;CO/CAPS                       ;VIIBRYD                       ;20 MG          ;CO          ;
2361701;60;CO/CAPS                       ;VIMOVO                        ;375-20 MG      ;CO LIB.IM/RE;
2458608;60;CO/CAPS                       ;MYLAN NAPROXEN ESOMEPRAZOLE MR;375-20 MG      ;CO LIB.IM/RE;
2361728;60;CO/CAPS                       ;VIMOVO                        ;500-20 MG      ;CO LIB.IM/RE;
2443449;60;CO/CAPS                       ;MYLAN NAPROXEN ESOMEPRAZOLE MR;500-20 MG      ;CO LIB.IM/RE;
2474697;60;CO/CAPS                       ;SANDOZ LACOSAMIDE             ;150 MG         ;CO          ;
2488426;100;CO/CAPS                       ;JAMP LACOSAMIDE               ;200 MG         ;CO          ;
2474700;60;CO/CAPS                       ;SANDOZ LACOSAMIDE             ;200 MG         ;CO          ;
2451980;30;CO/CAPS                       ;APO TENOFOVIR                 ;300 MG         ;CO          ;
2374900;28;CO/CAPS                       ;VISANNE                       ;2 MG           ;CO          ;
2498189;28;CO/CAPS                       ;JAMP DIENOGEST PLAQ           ;2 MG           ;CO          ;
869015;100;CO/CAPS                       ;TEVA PINDOLOL                 ;10 MG          ;CO          ;
80054130;100;CO/CAPS                       ;JAMP VIT.A                    ;10,000 UI      ;GELULE      ;
443816;30;G                             ;RETIN-A                       ;0.025 %        ;GEL         ;
521515;10;ML                            ;SANDOZ VITAMINE B12  1ML      ;1000 MCG/ML    ;SOL INJ     ;
